time/fps,train/policy_loss,train/learning_rate,time/iterations,train/reward,train/std,train/entropy_loss,time/total_timesteps,train/explained_variance,time/time_elapsed,train/value_loss,train/n_updates
254,-86.43793487548828,0.0007,4100,0.2526741,1.0256762504577637,-41.84174346923828,20500,1.1920928955078125e-07,80,4.6556243896484375,4099
254,48.05753707885742,0.0007,4200,1.3789586,1.0268884897232056,-41.87550354003906,21000,0.0,82,2.887221097946167,4199
254,88.68273162841797,0.0007,4300,1.3988674,1.0290549993515015,-41.92782974243164,21500,0.0,84,4.3449201583862305,4299
254,-22.560409545898438,0.0007,4400,-0.62107724,1.0307949781417847,-41.98114776611328,22000,0.0,86,0.6254925727844238,4399
254,66.80889129638672,0.0007,4500,-0.5495238,1.0310477018356323,-41.98627471923828,22500,0.0,88,11.972366333007812,4499
255,-540.99365234375,0.0007,4600,-1.6457034,1.0299592018127441,-41.94742965698242,23000,1.1920928955078125e-07,90,252.46652221679688,4599
255,0.30381280183792114,0.0007,4700,0.33762246,1.028041124343872,-41.90697479248047,23500,0.0,92,0.9561193585395813,4699
255,-130.492919921875,0.0007,4800,0.4881037,1.0264968872070312,-41.84941101074219,24000,0.0,94,12.761927604675293,4799
255,-25.283000946044922,0.0007,4900,4.127317,1.027424931526184,-41.87233352661133,24500,-1.1920928955078125e-07,96,0.9211610555648804,4899
254,-15.315099716186523,0.0007,5000,1.0018892,1.0285303592681885,-41.90870666503906,25000,-0.03278815746307373,98,4.814119815826416,4999
254,200.08154296875,0.0007,5100,1.229936,1.0287209749221802,-41.91548156738281,25500,0.0,100,27.972980499267578,5099
254,156.1446990966797,0.0007,5200,3.3279383,1.0285868644714355,-41.91508102416992,26000,5.960464477539063e-08,101,17.090578079223633,5199
254,-555.1744995117188,0.0007,5300,-3.9888103,1.0312165021896362,-41.98762130737305,26500,1.1920928955078125e-07,104,191.418701171875,5299
254,-119.80622863769531,0.0007,5400,-0.23397563,1.032767415046692,-42.01939392089844,27000,0.0,105,9.843690872192383,5399
254,-19.22260093688965,0.0007,5500,-0.3876024,1.035921335220337,-42.11774826049805,27500,-1.1920928955078125e-07,107,0.24979284405708313,5499
255,138.52647399902344,0.0007,5600,0.8512986,1.0373015403747559,-42.14973831176758,28000,0.0,109,12.150707244873047,5599
255,-7.791731357574463,0.0007,5700,-2.8218513,1.0399270057678223,-42.224632263183594,28500,-1.1920928955078125e-07,111,0.5538967847824097,5699
255,33.07313537597656,0.0007,5800,-1.5384549,1.0415968894958496,-42.269287109375,29000,0.0,113,1.5147641897201538,5799
255,-263.46929931640625,0.0007,5900,0.99811864,1.0406708717346191,-42.241371154785156,29500,0.0,115,41.43317413330078,5899
254,-2.894869327545166,0.0007,6000,1.4513246,1.041076421737671,-42.24822235107422,30000,0.0,117,0.11623736470937729,5999
254,44.95918655395508,0.0007,6100,0.4280416,1.0408934354782104,-42.24439239501953,30500,1.1920928955078125e-07,119,1.737179160118103,6099
254,73.6766586303711,0.0007,6200,-0.4196605,1.0426570177078247,-42.30381774902344,31000,-0.005907654762268066,121,5.873384952545166,6199
254,-117.7110595703125,0.0007,6300,-0.18425627,1.0425255298614502,-42.27809524536133,31500,0.0,123,9.741071701049805,6299
254,-37.606468200683594,0.0007,6400,-0.6860676,1.0428105592727661,-42.291446685791016,32000,1.1920928955078125e-07,125,1.0958255529403687,6399
254,45.01532745361328,0.0007,6500,-1.846768,1.0442535877227783,-42.33755874633789,32500,-0.017653226852416992,127,1.9114420413970947,6499
254,-1.1763198375701904,0.0007,6600,1.1787179,1.0432721376419067,-42.31317901611328,33000,1.1920928955078125e-07,129,9.230958938598633,6599
254,-4.670578956604004,0.0007,6700,-0.67840046,1.0450425148010254,-42.35767364501953,33500,0.20348972082138062,131,0.028446098789572716,6699
254,98.44746398925781,0.0007,6800,1.6728882,1.046543836593628,-42.40974426269531,34000,1.1920928955078125e-07,133,8.858650207519531,6799
254,110.2852554321289,0.0007,6900,0.11618822,1.0496143102645874,-42.48417282104492,34500,0.0,135,9.920729637145996,6899
254,257.1385192871094,0.0007,7000,2.55151,1.0490816831588745,-42.464473724365234,35000,-0.011697173118591309,137,40.14864730834961,6999
254,83.98774719238281,0.0007,7100,0.73617995,1.0505975484848022,-42.50667190551758,35500,0.0,139,4.119143486022949,7099
254,189.7816162109375,0.0007,7200,2.1040733,1.0503628253936768,-42.50891876220703,36000,0.0,141,28.29770278930664,7199
254,-566.2833862304688,0.0007,7300,2.6415808,1.0506181716918945,-42.5019416809082,36500,0.0,143,305.966552734375,7299
254,58.985694885253906,0.0007,7400,0.6677454,1.0505878925323486,-42.501670837402344,37000,0.0,145,2.70326828956604,7399
254,4.055235862731934,0.0007,7500,0.12035398,1.053839087486267,-42.591278076171875,37500,0.0,147,0.2561538517475128,7499
254,61.71935272216797,0.0007,7600,-0.15428674,1.0553045272827148,-42.624732971191406,38000,-1.1920928955078125e-07,149,2.2939133644104004,7599
254,-72.90507507324219,0.0007,7700,0.15339638,1.0561162233352661,-42.65431213378906,38500,-1.1920928955078125e-07,150,3.7694358825683594,7699
254,-95.27265930175781,0.0007,7800,-0.26700246,1.0551716089248657,-42.63159942626953,39000,0.0,152,8.812517166137695,7799
254,254.55322265625,0.0007,7900,-0.3429211,1.0563459396362305,-42.66486358642578,39500,0.00020515918731689453,154,54.63358688354492,7899
254,-40.87357711791992,0.0007,8000,-0.82716155,1.0550943613052368,-42.63026428222656,40000,1.1920928955078125e-07,156,1.2993024587631226,7999
254,-33.874046325683594,0.0007,8100,-0.5180283,1.057060956954956,-42.686973571777344,40500,0.0,158,0.7564531564712524,8099
255,17.36148452758789,0.0007,8200,-1.0952106,1.0593055486679077,-42.748199462890625,41000,0.0,160,0.7941730618476868,8199
254,-76.16755676269531,0.0007,8300,-2.0898106,1.0612921714782715,-42.79796600341797,41500,0.0,162,5.32039213180542,8299
254,40.87311935424805,0.0007,8400,-1.7449121,1.06198251247406,-42.817996978759766,42000,0.0,164,2.8651793003082275,8399
254,91.54279327392578,0.0007,8500,0.54556257,1.0631828308105469,-42.851837158203125,42500,0.0,166,6.352723121643066,8499
254,47.03544998168945,0.0007,8600,-4.090065,1.0615990161895752,-42.80281448364258,43000,-1.1920928955078125e-07,168,5.616532325744629,8599
254,-97.19770050048828,0.0007,8700,0.018604161,1.0625845193862915,-42.83232879638672,43500,0.04705071449279785,170,6.040652751922607,8699
254,27.449626922607422,0.0007,8800,1.1058648,1.0625526905059814,-42.83601760864258,44000,-1.1920928955078125e-07,172,0.825583815574646,8799
254,-5.205041408538818,0.0007,8900,0.3338573,1.063676357269287,-42.87168884277344,44500,0.0,174,0.20277568697929382,8899
254,63.7371826171875,0.0007,9000,0.5206828,1.0633411407470703,-42.8576545715332,45000,0.0,176,7.478214263916016,8999
254,12.883613586425781,0.0007,9100,0.51256424,1.0650131702423096,-42.90540313720703,45500,0.0,178,1.8871662616729736,9099
255,288.9224853515625,0.0007,9200,1.0149359,1.0632754564285278,-42.85480880737305,46000,0.0,180,51.28754806518555,9199
254,452.3359375,0.0007,9300,-14.930489,1.0622941255569458,-42.8328857421875,46500,-1.1920928955078125e-07,182,167.5677947998047,9299
254,39.8381233215332,0.0007,9400,-0.13907902,1.0639008283615112,-42.86825942993164,47000,1.1920928955078125e-07,184,1.6819175481796265,9399
251,172.65280151367188,0.0007,9500,2.104016,1.0665266513824463,-42.93415451049805,47500,-2.384185791015625e-07,188,15.920778274536133,9499
251,2.5345053672790527,0.0007,9600,-0.097361766,1.06838059425354,-42.98717498779297,48000,1.1920928955078125e-07,190,0.07001139968633652,9599
252,-15.002331733703613,0.0007,9700,1.2771568,1.067572832107544,-42.95726776123047,48500,0.0,192,1.8325704336166382,9699
252,-101.95669555664062,0.0007,9800,-0.6592644,1.0670793056488037,-42.95635986328125,49000,0.0,194,5.269412994384766,9799
252,-47.827911376953125,0.0007,9900,2.1562598,1.0670185089111328,-42.95414733886719,49500,-1.1920928955078125e-07,196,3.862464189529419,9899
252,-18.79181480407715,0.0007,10000,0.35787877,1.0655505657196045,-42.92530822753906,50000,-0.6145769357681274,198,2.255039691925049,9999
