date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-05-14,0,100,0,0,-1,-34,-100,0,0,0,2,0,0,5,-60,-24,-5,0,0,100,0,0,0,0,0,-14,0,0,-38
2021-05-17,-97,-14,1,100,0,-14,1,0,0,99,0,0,0,-47,0,0,-54,0,0,-9,0,0,0,-43,0,-100,100,-100,-100
2021-05-18,84,100,-39,-7,59,0,100,0,100,-99,-96,0,-17,-100,0,1,89,63,0,61,-9,100,100,-97,0,-100,82,-100,-25
2021-05-19,100,-100,-86,52,100,0,-14,0,-79,0,-100,0,100,15,0,-100,57,-100,100,100,-34,41,-99,100,0,-23,41,-75,9
2021-05-20,86,22,0,100,-83,100,100,0,-18,0,0,0,-70,100,0,0,0,-37,-22,-100,0,-100,-7,100,0,100,-100,0,-83
2021-05-21,0,-100,-100,100,0,100,-9,100,0,0,0,100,-30,0,0,-60,-23,-100,0,-100,0,10,-60,100,0,-20,0,0,2
2021-05-24,-23,-9,0,0,0,0,-71,-70,0,0,100,-62,100,100,0,18,1,0,-78,0,-13,-9,0,-4,0,0,-100,0,0
2021-05-25,-100,100,0,-8,-3,0,-20,0,0,0,0,0,-4,0,100,0,0,-63,0,-41,30,100,-41,0,0,-86,-13,0,0
2021-05-26,-100,-87,-8,-66,4,21,-46,-20,-3,69,-100,-38,-96,14,100,-66,100,0,0,-71,3,59,-46,-72,0,100,100,78,3
2021-05-27,69,-11,-6,0,-100,-100,-75,-3,91,-69,100,65,0,-53,-63,0,91,0,0,0,100,100,0,0,0,100,100,-78,-51
2021-05-28,-76,0,0,-17,-58,0,100,1,100,0,-38,-50,0,100,-100,100,-66,100,0,0,0,0,0,-20,0,5,0,0,100
2021-06-01,0,-56,0,-21,82,100,-100,-8,0,0,-67,-15,0,-73,-9,0,87,0,0,1,0,42,0,0,0,-19,-39,100,0
2021-06-02,100,-14,0,0,-82,-100,-100,0,-65,0,-30,100,0,0,0,0,-73,100,0,-1,100,2,0,-100,22,0,-100,2,100
2021-06-03,76,-75,0,-100,0,-85,-59,0,-100,0,100,-21,0,-74,88,0,-64,-100,0,0,100,83,79,100,-22,56,-11,-14,0
2021-06-04,0,0,100,-62,0,-36,0,52,87,0,35,-79,0,100,-83,-100,74,100,0,69,0,100,-24,-41,0,-58,-100,100,-82
2021-06-07,0,0,-14,-72,0,0,-36,-52,100,0,100,0,0,-7,-33,0,-84,-49,0,0,-68,30,0,-100,0,92,100,-1,68
2021-06-08,100,0,0,100,2,0,-23,100,-100,0,0,0,0,-51,0,0,-100,-51,0,1,-21,-100,100,0,0,-7,-33,-35,-5
2021-06-09,-8,100,32,-29,-2,0,-20,-2,0,0,-100,0,0,-56,0,0,-4,-28,0,100,0,-24,100,0,0,0,100,0,0
2021-06-10,0,-24,100,0,0,0,-21,-71,0,0,-19,100,0,2,0,0,51,-20,0,-29,-6,-15,-100,30,0,-54,100,100,0
2021-06-11,-100,-16,1,77,0,0,-100,-27,0,0,100,0,0,-93,0,0,0,0,0,-100,-31,-100,100,0,0,0,0,-100,0
2021-06-14,0,100,0,58,0,40,-27,100,0,43,-100,-100,0,-12,34,0,-100,-52,45,73,-67,-100,-100,-19,70,17,-63,-42,2
2021-06-15,100,0,-62,55,0,-40,100,0,-100,-43,65,99,0,-51,-17,0,100,0,-45,68,0,-100,-100,100,-70,100,-51,63,-60
2021-06-16,0,-2,-100,-100,0,90,-33,-100,-13,0,0,-33,100,-49,-17,0,-35,85,0,-100,-79,-38,-6,-25,100,95,1,-92,-100
2021-06-17,0,-91,0,0,0,100,-56,0,0,0,100,44,-32,0,0,0,3,100,0,0,-100,-37,0,-99,-9,-37,0,-38,0
2021-06-18,100,0,0,-51,0,-2,-2,0,0,0,0,-83,-68,1,0,100,0,45,0,100,100,-65,0,0,0,-100,0,-15,0
2021-06-21,-78,0,-57,0,100,1,-100,0,0,0,86,-27,0,0,0,-1,0,-88,0,-5,0,0,-47,-22,-38,100,100,0,0
2021-06-22,0,-1,0,0,-21,0,0,0,0,0,-36,0,0,-39,0,0,4,-5,0,100,-34,0,0,0,59,0,-44,0,-23
2021-06-23,100,100,0,-6,-79,58,1,0,40,0,-41,0,0,-6,0,-43,-100,-100,100,-57,-100,0,-2,94,-12,48,-84,100,51
2021-06-24,-50,-26,0,-100,0,-50,-53,0,-40,20,0,90,0,-49,0,0,-64,-37,93,100,0,0,0,-41,100,-22,0,0,0
2021-06-25,0,-32,42,0,0,43,91,34,0,-20,78,-90,51,0,0,-53,0,0,73,0,100,100,0,-65,-87,-100,47,0,-28
2021-06-28,100,-66,-42,0,0,96,100,0,0,0,0,58,-51,2,0,-3,0,0,0,-100,0,-54,0,100,-26,-76,76,0,-23
2021-06-29,-100,0,0,-31,0,-2,-22,-34,100,0,100,-36,0,2,100,0,0,0,-100,0,0,46,0,0,-40,-25,-25,0,0
2021-06-30,-2,-42,100,0,0,-17,82,76,-100,0,0,-22,0,-4,-100,80,0,17,0,-100,0,100,0,81,-47,0,100,1,69
2021-07-01,-100,100,0,100,0,-50,-28,-55,0,0,0,0,0,100,0,-40,100,-17,0,1,58,0,0,0,0,-100,-84,-7,-69
