time/fps,train/learning_rate,train/critic_loss,train/reward,time/episodes,time/total_timesteps,train/ent_coef,time/time_elapsed,train/n_updates,train/actor_loss,train/ent_coef_loss
129,0.00015,413.22686767578125,-8.099593,4,13324,0.051329515874385834,103,13223,294.3756103515625,-139.27798461914062
129,0.00015,24.80995750427246,-9.775607,8,26648,0.007406890857964754,206,26547,128.67535400390625,-141.66082763671875
129,0.00015,9.441438674926758,-6.9417577,12,39972,0.0016724271699786186,308,39871,74.33035278320312,4.389426231384277
