account_value,date,daily_return
1113024.8193129206,2022-01-03,
1101041.1748735285,2022-01-04,-0.01076673604348699
1081767.0092355318,2022-01-05,-0.01750539950534613
1072956.3618184978,2022-01-06,-0.008144681194576564
1071366.3442793933,2022-01-07,-0.0014819032680971622
1071917.3822069217,2022-01-10,0.0005143319374092403
1075551.3486531687,2022-01-11,0.003390155348320878
1078290.7561673594,2022-01-12,0.002546979758447643
1069183.333332124,2022-01-13,-0.008446166104220887
1064648.4562915622,2022-01-14,-0.004241440077847769
1050361.8569536754,2022-01-18,-0.013419076741679192
1045640.0921489382,2022-01-19,-0.004495369641879021
1032834.0122579433,2022-01-20,-0.012247120196660188
1022885.6489810038,2022-01-21,-0.009632102698855505
1028617.4072802707,2022-01-24,0.005603518149831288
1016028.717358781,2022-01-25,-0.012238457012675896
1006968.0127637606,2022-01-26,-0.008917764272031725
1008612.1642294818,2022-01-27,0.001632774273741422
1034235.0135541812,2022-01-28,0.025404065341878557
1033200.7821433344,2022-01-31,-0.0009999965165485847
1032816.8411696102,2022-02-01,-0.00037160344858411243
1034727.4094258663,2022-02-02,0.0018498616406104063
1030225.3650309766,2022-02-03,-0.004350947267732774
1028550.082705869,2022-02-04,-0.0016261318949929437
1027068.890165269,2022-02-07,-0.0014400781891955594
1029480.2319311309,2022-02-08,0.002347789704226999
1032709.226973802,2022-02-09,0.003136529427684165
1023143.514500528,2022-02-10,-0.009262735553651313
1014300.4581062483,2022-02-11,-0.0086430263877465
1013190.7511128172,2022-02-14,-0.0010940614140143579
1019952.6750299582,2022-02-15,0.006673890291353457
1018887.8404025702,2022-02-16,-0.0010440039557293446
1014161.7811841825,2022-02-17,-0.004638448935184503
1011639.5386844572,2022-02-18,-0.00248702184061822
993722.4141878753,2022-02-22,-0.017710976895862873
983295.8466498276,2022-02-23,-0.010492434697237818
985262.3030601898,2022-02-24,0.001999862418886611
999943.9064652763,2022-02-25,0.01490121296581215
996669.2160339865,2022-02-28,-0.003274874130555494
987877.2258882612,2022-03-01,-0.008821372230910285
1002008.2059763654,2022-03-02,0.014304388964325065
995357.8509358076,2022-03-03,-0.006637026524226597
990610.9372496083,2022-03-04,-0.004769052338047364
967051.5953788351,2022-03-07,-0.023782638556550606
963768.0224084218,2022-03-08,-0.0033954475501660752
976128.1081870092,2022-03-09,0.012824751902122733
975209.0321232236,2022-03-10,-0.0009415527081713115
973329.5383224195,2022-03-11,-0.0019272727578333315
974161.0305786566,2022-03-14,0.0008542761968060031
998045.6358289084,2022-03-15,0.024518128420785157
1013028.0149712461,2022-03-16,0.01501171750517627
1021751.0806149268,2022-03-17,0.008610882931927799
1030963.9889853072,2022-03-18,0.009016783583762678
1012491.6906735204,2022-03-21,-0.01791750100793288
1020657.1634981588,2022-03-22,0.00806473070332725
999469.9723894972,2022-03-23,-0.020758381821419314
1006015.9766289686,2022-03-24,0.006549475642396274
1002930.4228914694,2022-03-25,-0.003067102122809695
1009569.394322576,2022-03-28,0.006619573282029112
1025864.9405607657,2022-03-29,0.016141085823153434
1016403.5189454665,2022-03-30,-0.009222872564615847
995015.1280432639,2022-03-31,-0.021043208237210065
999010.0003005499,2022-04-01,0.004014885949666036
