date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-02-22,83,80,0,43,48,0,9,96,56,0,100,-87,100,-78,72,0,100,100,74,-31,24,-30,-87,-100,-41,-21,16,-37,-9
2022-02-23,0,80,67,100,-17,0,-40,-61,-56,59,100,91,-100,100,-41,0,-79,35,-74,0,87,15,100,0,-58,0,-24,100,-100
2022-02-24,17,61,-67,-85,22,0,-58,-35,0,-37,100,44,-100,100,67,0,-5,100,0,100,-91,-31,-99,0,-1,64,61,39,-21
2022-02-25,-100,100,0,100,-100,8,-69,100,100,-22,15,-5,-100,-25,-86,38,74,100,96,-26,28,-100,100,100,69,-12,-100,100,44
2022-02-28,-58,100,0,-24,100,-8,1,-20,-2,0,-77,-100,-4,-45,-74,-38,-7,100,-96,-10,-29,-100,33,-100,62,-52,82,24,100
2022-03-01,-31,-67,0,100,100,93,-1,-80,-23,0,100,100,0,30,0,0,55,64,0,71,-53,-100,-55,0,-59,100,-18,-100,-75
2022-03-02,0,-25,0,-64,90,-30,0,0,-31,0,100,-100,-31,-100,0,0,100,100,0,-100,35,26,-91,73,-72,-31,-77,97,-2
2022-03-03,0,-100,0,100,100,-46,5,0,-44,92,-17,-6,0,-7,0,0,100,100,0,-21,100,85,-100,-73,0,-69,-100,86,-54
2022-03-04,0,-48,52,54,-100,-17,-5,0,69,-72,100,-24,0,-37,0,27,-35,100,0,-14,59,-41,66,0,0,0,100,85,-13
2022-03-07,100,-96,-11,97,0,100,0,0,-69,-7,0,0,0,-16,0,-27,-14,57,0,5,100,-7,-47,51,0,0,91,-100,0
2022-03-08,-100,-74,0,0,-83,0,0,0,0,-13,100,0,0,0,100,0,-26,0,0,-5,0,-23,-78,0,0,91,100,2,0
2022-03-09,0,-2,100,-94,-100,-100,2,0,0,0,71,0,0,0,30,0,100,-19,0,0,0,-65,-93,-51,100,0,-87,0,0
2022-03-10,0,-21,-47,30,-81,0,2,0,0,0,0,100,0,0,-95,0,0,-30,0,0,0,-7,-47,0,100,-91,0,100,0
2022-03-11,100,0,-29,-9,0,0,-4,0,0,85,0,-21,0,2,0,0,-43,0,0,0,-100,100,-100,0,0,0,0,-3,0
2022-03-14,-100,43,-55,-100,17,0,0,21,43,-85,-100,60,100,100,-22,37,-100,-49,26,0,-18,-100,-11,0,100,100,62,84,45
2022-03-15,0,-43,-10,100,-100,100,0,-21,-43,15,0,0,0,1,-13,0,100,93,-26,0,-14,-22,100,0,-49,-23,97,0,-45
2022-03-16,0,0,0,0,0,54,2,83,0,0,-90,0,73,80,0,0,-77,76,100,0,-100,100,-18,0,-85,100,100,100,0
2022-03-17,0,88,0,0,-15,100,3,-56,0,0,-100,-47,100,40,0,100,0,-72,-79,0,37,-27,100,100,-66,0,-8,87,0
2022-03-18,0,-30,0,-30,0,100,100,-6,0,0,100,-7,-2,2,0,0,-75,-40,0,100,0,-38,100,-20,-100,33,-58,0,0
2022-03-21,71,46,0,-82,78,27,68,1,59,-15,96,-85,66,-69,60,-75,-100,-51,-21,-100,-99,100,54,-29,0,-100,-22,-39,0
2022-03-22,0,100,0,0,0,-36,-16,0,0,100,-7,0,91,-61,-32,-43,-8,0,0,0,0,-15,0,-28,0,-100,-40,1,0
2022-03-23,0,-100,0,0,0,-77,0,100,0,-30,100,0,-100,100,-17,-19,3,99,0,0,0,0,0,-5,0,-10,-19,-100,0
2022-03-24,22,-84,9,89,1,100,-100,-100,-47,-65,-46,0,8,-29,-1,0,39,-31,0,100,0,-89,-100,-18,0,44,14,100,0
2022-03-25,-67,100,-9,0,100,-55,0,-22,-12,-5,100,0,-20,-100,-10,0,0,0,0,-100,53,0,-100,0,0,91,-27,84,0
2022-03-28,-26,-100,0,100,-100,0,-57,0,100,0,59,100,-100,100,0,0,1,100,0,100,-53,-42,-48,0,0,-66,-71,97,0
2022-03-29,0,0,0,100,-82,-100,0,0,-51,0,0,-100,-100,-69,100,0,0,0,0,0,0,100,0,0,94,-69,0,-5,0
2022-03-30,100,-20,100,-29,0,-1,0,0,-49,0,24,0,0,-81,-100,0,3,0,0,-100,0,100,0,0,-23,0,-80,100,0
2022-03-31,0,0,-100,-100,-67,0,0,0,100,0,-100,100,-100,-16,100,0,0,100,0,0,96,-53,-48,0,0,0,100,2,0
