date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-04-26,0,56,-34,0,100,0,-100,-28,-18,0,0,-100,-48,-100,-100,-80,0,0,100,100,100,-29,0,100,-9,0,-100,-53,0
2021-04-27,-96,-22,-55,100,81,-37,-64,-26,2,85,66,21,-53,0,0,1,-20,100,-90,98,-100,39,-89,-100,-80,0,100,0,100
2021-04-28,0,-21,-100,-100,-30,-63,-54,100,-59,-24,-100,-100,-2,0,84,58,-25,34,-41,33,58,100,-17,100,22,0,-9,81,-47
2021-04-29,99,48,100,0,100,0,-71,100,0,41,100,0,0,4,0,59,-100,65,65,-100,-43,-100,-100,-100,-35,0,-75,-81,0
2021-04-30,1,-100,-80,0,100,0,0,1,0,0,0,100,0,-4,-84,-100,-27,-42,-13,-6,-42,-94,0,-31,78,100,0,0,100
2021-05-03,100,100,-97,0,100,0,0,-67,0,0,100,36,0,0,0,0,0,-46,-48,3,0,-16,0,-55,-75,-100,100,0,0
2021-05-04,42,86,-77,0,-100,79,25,100,18,-100,-100,90,0,100,0,-66,0,35,0,-27,0,0,-95,-21,-72,0,55,0,100
2021-05-05,100,69,-6,0,-90,0,0,100,0,-100,34,86,0,99,100,-84,100,-6,-4,-100,0,0,0,0,100,0,0,1,0
2021-05-06,0,-22,-61,100,0,0,1,0,0,0,-10,0,0,-25,100,100,-42,-64,0,-100,0,0,0,0,-19,23,-100,-1,-100
2021-05-07,100,0,-42,-100,0,0,-26,0,100,5,-88,0,0,100,-39,0,-58,0,-69,-5,0,0,0,0,100,-21,91,0,1
2021-05-10,-76,-100,0,0,0,-17,82,100,100,14,0,83,100,100,81,-95,0,-41,0,2,0,0,0,97,-100,0,0,0,0
2021-05-11,100,26,100,0,0,100,-44,100,0,0,-7,0,-63,-20,-29,-100,0,100,0,-43,0,0,0,-68,-100,0,3,0,-47
2021-05-12,0,0,0,0,-100,85,0,-100,0,-73,-41,59,94,0,74,94,0,26,0,0,0,0,0,-29,0,0,1,0,0
2021-05-13,-100,-69,100,0,0,100,-26,0,100,0,0,-13,-100,-71,-24,0,27,-39,0,0,100,0,0,100,-100,0,100,0,0
2021-05-14,100,0,-100,0,-6,100,-12,100,28,0,0,0,100,-44,0,-93,0,0,0,1,0,0,0,0,-53,0,-48,0,-100
2021-05-17,-75,17,-100,100,25,-100,0,-28,-100,14,-11,-72,-100,-100,-9,100,7,19,0,-1,-18,100,1,-82,27,56,6,89,50
2021-05-18,23,90,-100,-4,-39,100,0,-66,-77,56,29,100,-31,48,49,-100,75,-100,0,0,-64,2,100,40,16,-58,100,-89,-29
2021-05-19,-100,-74,-1,100,1,0,0,0,-69,100,-29,-26,0,-44,0,0,2,0,0,0,-18,-11,-2,0,20,0,-19,0,-6
2021-05-20,100,100,-11,0,98,0,3,-6,-100,-39,0,12,0,0,0,-100,-18,100,0,0,0,-91,-6,100,-100,0,89,0,-22
2021-05-21,100,100,0,-60,100,-100,100,0,-100,100,0,0,0,2,0,-10,-16,0,0,0,16,0,-29,-7,-100,0,0,0,0
2021-05-24,-44,100,0,0,0,100,100,0,0,0,0,0,0,-100,100,0,98,-23,0,0,-7,70,-64,-100,-100,0,2,0,0
2021-05-25,0,82,0,-22,-1,0,0,-34,100,-100,0,-28,100,-26,100,-10,-100,0,0,0,100,0,1,-51,-50,0,-100,0,1
2021-05-26,-77,-23,0,-100,-100,-80,44,100,-100,97,0,46,-19,-19,-100,27,100,-40,34,0,16,-70,-1,0,22,100,52,69,-1
2021-05-27,-43,71,0,-14,75,56,-72,-100,-4,-3,0,-17,-37,33,48,-27,-46,100,-34,19,-100,41,16,0,-50,-100,-31,67,97
2021-05-28,0,0,100,0,-48,100,-100,100,0,-15,1,0,-44,0,-48,0,1,100,0,-19,0,0,0,0,31,0,-4,0,-93
2021-06-01,0,0,-100,0,100,-88,0,-29,0,-59,-1,100,0,89,0,0,0,-27,0,0,100,-41,-16,0,0,0,0,-100,100
2021-06-02,-77,-52,0,0,100,-17,-75,-100,0,100,0,-100,0,0,-77,0,1,84,1,0,0,0,0,0,0,0,-100,-31,0
2021-06-03,-100,0,0,0,0,100,0,100,0,-100,100,-100,0,0,-4,0,54,-42,0,0,-100,0,0,0,100,0,0,0,0
2021-06-04,100,0,0,0,-28,100,0,-100,-100,-100,0,100,100,-42,0,0,100,0,37,100,0,0,0,0,-91,100,-58,0,1
2021-06-07,56,94,0,0,-12,-100,100,-52,11,91,-63,66,-100,-3,-100,0,100,-95,-38,-100,63,0,100,0,23,-100,-100,-5,-83
2021-06-08,-7,0,0,0,0,-22,-100,1,100,0,-37,0,0,100,-19,100,0,-68,67,0,0,0,100,0,-16,0,-31,0,100
2021-06-09,-43,-86,100,78,0,0,0,0,0,-9,0,-78,0,-78,100,0,-8,-50,-55,2,-88,0,0,0,100,0,0,0,0
2021-06-10,10,-25,-22,-14,-100,-100,0,-67,17,-55,0,-7,0,52,-100,-100,-25,-24,100,100,89,10,31,0,100,0,-100,0,100
2021-06-11,-43,0,82,94,0,-73,0,20,-100,-3,0,96,0,-100,-100,0,-53,0,-5,-100,100,100,100,0,-77,100,-80,0,0
2021-06-14,0,100,71,0,0,-37,0,1,0,0,0,-40,0,-19,0,0,100,0,-39,-2,-42,-61,0,0,0,0,0,0,100
2021-06-15,-100,-35,-32,-26,18,-47,0,-30,-97,100,0,-48,63,-32,-11,34,-91,-21,-68,90,-100,-8,-100,0,48,-100,0,0,-33
2021-06-16,-100,-28,-75,100,-19,20,71,100,-24,22,70,-55,-63,0,28,16,-71,-100,31,-90,25,45,-5,0,68,0,0,61,42
2021-06-17,-46,-9,50,-100,-43,68,-71,100,100,100,-70,-56,0,79,56,-50,-100,77,-31,34,-9,-35,-53,0,-13,25,100,63,-47
2021-06-18,30,24,-2,71,-33,-15,0,100,17,-23,0,100,77,0,-100,100,63,59,0,90,0,-51,-100,0,-31,-25,0,-55,1
2021-06-21,-30,-52,22,82,-100,-100,0,61,-49,35,2,47,52,100,-52,-100,87,-100,53,-55,100,0,65,0,8,0,-28,-69,0
2021-06-22,0,-100,-100,100,-100,100,0,-36,-5,0,100,66,0,-83,-2,0,-100,-45,0,0,-76,0,-34,0,0,100,0,0,-18
2021-06-23,0,0,-94,-100,100,-59,0,100,30,-100,100,72,-42,-70,33,100,0,-31,-21,-47,86,0,-39,45,-50,48,-72,0,-18
2021-06-24,0,0,0,-83,-7,1,100,0,-100,-1,93,-76,-87,100,-55,-100,-18,0,-7,0,100,0,0,91,26,0,0,100,0
2021-06-25,100,-47,0,-62,0,-42,0,-82,-13,0,-28,0,0,78,0,0,1,0,55,-22,-59,74,-65,0,100,0,0,-11,100
2021-06-28,-100,-100,0,-96,100,54,0,0,-47,0,-80,1,0,-33,0,0,-75,-48,100,0,83,-74,0,-74,100,100,0,-89,-12
2021-06-29,69,0,65,-44,-62,-47,-78,95,100,0,100,100,0,-45,90,0,0,-92,0,0,0,100,0,-25,-100,-100,100,0,-78
2021-06-30,-69,0,-41,0,100,61,0,-29,0,-77,-89,-54,0,-100,0,100,-95,0,-13,0,100,1,0,-14,100,-100,100,0,0
2021-07-01,100,-100,-24,39,37,-100,57,22,92,-100,-82,100,0,100,100,-8,0,-38,15,0,-42,-100,8,92,100,-48,33,0,100
